Politician,Type,Policy,URL
Bridget McKenzie,VeryStronglyAgainst,The Australian Renewable Energy Agency  ARENA,https://theyvoteforyou.org.au/policies/127
Bridget McKenzie,VeryStronglyAgainst,The Carbon Pollution Reduction Scheme,https://theyvoteforyou.org.au/policies/7
Bridget McKenzie,VeryStronglyAgainst,The Murray Darling Basin Plan,https://theyvoteforyou.org.au/policies/248
Bridget McKenzie,VeryStronglyAgainst,The use of strong encryption technologies,https://theyvoteforyou.org.au/policies/97
Bridget McKenzie,VeryStronglyAgainst,Treating the COVID vaccine rollout as a matter of urgency,https://theyvoteforyou.org.au/policies/264
Bridget McKenzie,VeryStronglyAgainst,Using natural resource wealth for the benefit of all Australians,https://theyvoteforyou.org.au/policies/88
Michaelia Cash,VeryStronglyFor,A same sex marriage plebiscite,https://theyvoteforyou.org.au/policies/129
Michaelia Cash,VeryStronglyFor,An Australian Building and Construction Commission  ABCC,https://theyvoteforyou.org.au/policies/132
Michaelia Cash,VeryStronglyFor,An emissions reduction fund,https://theyvoteforyou.org.au/policies/37
Michaelia Cash,VeryStronglyFor,Charging postgraduate research students fees,https://theyvoteforyou.org.au/policies/71
Michaelia Cash,VeryStronglyFor,Civil celebrants having the right to refuse to marry same sex couples,https://theyvoteforyou.org.au/policies/175
Michaelia Cash,VeryStronglyFor,Drug testing welfare recipients,https://theyvoteforyou.org.au/policies/163
Michaelia Cash,VeryStronglyFor,Getting rid of Sunday and public holiday penalty rates,https://theyvoteforyou.org.au/policies/148
Michaelia Cash,VeryStronglyFor,Giving apprentices access to a  20 000 loan,https://theyvoteforyou.org.au/policies/66
Michaelia Cash,VeryStronglyFor,Government administered paid parental leave,https://theyvoteforyou.org.au/policies/5
Michaelia Cash,VeryStronglyFor,Imprisoning immigration detention workers who record or reveal information from their work,https://theyvoteforyou.org.au/policies/119
Michaelia Cash,VeryStronglyFor,Increasing beef import standards,https://theyvoteforyou.org.au/policies/40
Michaelia Cash,VeryStronglyFor,Increasing indexation of HECS HELP debts,https://theyvoteforyou.org.au/policies/70
Michaelia Cash,VeryStronglyFor,Increasing parliamentary entitlements for current MPs and Senators,https://theyvoteforyou.org.au/policies/98
Michaelia Cash,VeryStronglyFor,Increasing scrutiny of unions,https://theyvoteforyou.org.au/policies/133
Michaelia Cash,VeryStronglyFor,Increasing the initial tax rate for working holiday makers to 15,https://theyvoteforyou.org.au/policies/138
Michaelia Cash,VeryStronglyFor,Increasing the initial tax rate for working holiday makers to 19,https://theyvoteforyou.org.au/policies/131
Michaelia Cash,VeryStronglyFor,Increasing the passenger movement charge   PMC,https://theyvoteforyou.org.au/policies/136
Michaelia Cash,VeryStronglyFor,Maintaining or increasing defence spending,https://theyvoteforyou.org.au/policies/161
Michaelia Cash,VeryStronglyFor,Mandatory minimum sentences for certain offences,https://theyvoteforyou.org.au/policies/238
Michaelia Cash,VeryStronglyFor,Offshore processing for people seeking asylum in Australia,https://theyvoteforyou.org.au/policies/51
Michaelia Cash,VeryStronglyFor,Privatising government services,https://theyvoteforyou.org.au/policies/168
Michaelia Cash,VeryStronglyFor,Reducing the corporate tax rate,https://theyvoteforyou.org.au/policies/149
Michaelia Cash,VeryStronglyFor,Removing parallel import restrictions for books,https://theyvoteforyou.org.au/policies/101
Michaelia Cash,VeryStronglyFor,Senate electoral reform,https://theyvoteforyou.org.au/policies/89
Michaelia Cash,VeryStronglyFor,Technology neutral emission reduction targets,https://theyvoteforyou.org.au/policies/152
Michaelia Cash,VeryStronglyFor,Temporary protection visas,https://theyvoteforyou.org.au/policies/11
Michaelia Cash,VeryStronglyFor,The Coalition s Youth Jobs PaTH,https://theyvoteforyou.org.au/policies/150
Michaelia Cash,VeryStronglyFor,The Murray Darling Basin Plan,https://theyvoteforyou.org.au/policies/248
Michaelia Cash,VeryStronglyFor,The Trans Pacific Partnership  TPP  Agreement,https://theyvoteforyou.org.au/policies/77
Michaelia Cash,VeryStronglyFor,Turning back asylum boats when possible,https://theyvoteforyou.org.au/policies/174
Michaelia Cash,VeryStronglyFor,Uranium export,https://theyvoteforyou.org.au/policies/43
Michaelia Cash,VeryStronglyFor,Voluntary student union fees,https://theyvoteforyou.org.au/policies/12
Michaelia Cash,StronglyFor,Australia s timber industry,https://theyvoteforyou.org.au/policies/217
Michaelia Cash,StronglyFor,Continuing Detention Orders  CDOs,https://theyvoteforyou.org.au/policies/139
Michaelia Cash,StronglyFor,Decreasing ABC and SBS funding,https://theyvoteforyou.org.au/policies/56
Michaelia Cash,StronglyFor,Increasing funding for road infrastructure,https://theyvoteforyou.org.au/policies/38
Michaelia Cash,StronglyFor,Making more water from Murray Darling Basin available to use,https://theyvoteforyou.org.au/policies/185
Michaelia Cash,StronglyFor,Prioritising religious freedom,https://theyvoteforyou.org.au/policies/198
Michaelia Cash,StronglyFor,Regional processing of asylum seekers,https://theyvoteforyou.org.au/policies/16
Michaelia Cash,ModeratelyFor,A declared area offence,https://theyvoteforyou.org.au/policies/189
Michaelia Cash,ModeratelyFor,A Free Trade Agreement with China,https://theyvoteforyou.org.au/policies/142
Michaelia Cash,ModeratelyFor,A publicly accessible foreign ownership register for agricultural land,https://theyvoteforyou.org.au/policies/110
Michaelia Cash,ModeratelyFor,Adani s proposed Carmichael coal mine in the Galilee Basin,https://theyvoteforyou.org.au/policies/162
Michaelia Cash,ModeratelyFor,Decreasing availability of welfare payments,https://theyvoteforyou.org.au/policies/34
Michaelia Cash,ModeratelyFor,Deregulating undergraduate university fees,https://theyvoteforyou.org.au/policies/58
Michaelia Cash,ModeratelyFor,Funding the national school chaplaincy program,https://theyvoteforyou.org.au/policies/61
Michaelia Cash,ModeratelyFor,Giving approval for mining in the Liverpool Plains,https://theyvoteforyou.org.au/policies/154
Michaelia Cash,ModeratelyFor,Increasing investment in the coal industry,https://theyvoteforyou.org.au/policies/141
Michaelia Cash,ModeratelyFor,Increasing or removing the Government debt limit,https://theyvoteforyou.org.au/policies/13
Michaelia Cash,ModeratelyFor,Increasing surveillance powers,https://theyvoteforyou.org.au/policies/44
Michaelia Cash,ModeratelyFor,Increasing the cost of humanities degrees,https://theyvoteforyou.org.au/policies/246
Michaelia Cash,ModeratelyFor,Live animal export,https://theyvoteforyou.org.au/policies/32
Michaelia Cash,ModeratelyFor,Nuclear energy,https://theyvoteforyou.org.au/policies/196
Michaelia Cash,ModeratelyFor,Offshore oil mining,https://theyvoteforyou.org.au/policies/231
Michaelia Cash,ModeratelyFor,Political interference in research funding,https://theyvoteforyou.org.au/policies/203
Michaelia Cash,ModeratelyFor,Preventative Detention Orders  PDOs,https://theyvoteforyou.org.au/policies/135
Michaelia Cash,ModeratelyFor,Putting welfare payments onto restricted debit cards  known as cashless debit cards,https://theyvoteforyou.org.au/policies/109
Michaelia Cash,ModeratelyFor,Reducing personal income tax,https://theyvoteforyou.org.au/policies/218
Michaelia Cash,ModeratelyFor,Strengthening gun control laws,https://theyvoteforyou.org.au/policies/126
Michaelia Cash,ModeratelyFor,The Coalition s new schools funding policy   Gonski 2 0,https://theyvoteforyou.org.au/policies/151
Michaelia Cash,ModeratelyFor,The Intervention in the Northern Territory,https://theyvoteforyou.org.au/policies/36
Michaelia Cash,ModeratelyFor,Tighter means testing of family payments,https://theyvoteforyou.org.au/policies/57
Michaelia Cash,ModeratelyFor,Unconventional gas mining,https://theyvoteforyou.org.au/policies/18
Michaelia Cash,Mixed,Banning all investment in cluster munitions,https://theyvoteforyou.org.au/policies/143
Michaelia Cash,Mixed,Buffer zones around abortion clinics,https://theyvoteforyou.org.au/policies/107
Michaelia Cash,Mixed,Closing the gap between Indigenous and non Indigenous Australians,https://theyvoteforyou.org.au/policies/160
Michaelia Cash,Mixed,Increasing transparency of the China Australia relationship,https://theyvoteforyou.org.au/policies/75
Michaelia Cash,Mixed,Landholders  right to say no to mining and gas exploration,https://theyvoteforyou.org.au/policies/62
Michaelia Cash,Mixed,Revoking citizenship of dual nationals involved with terrorism offences by the minister,https://theyvoteforyou.org.au/policies/84
Michaelia Cash,Mixed,Speeding things along in Parliament  procedural,https://theyvoteforyou.org.au/policies/112
Michaelia Cash,Mixed,Suspending the rules to allow a vote to happen  procedural,https://theyvoteforyou.org.au/policies/113
Michaelia Cash,Mixed,Targeting foreign interference in Australia,https://theyvoteforyou.org.au/policies/187
Michaelia Cash,ModeratelyAgainst,A fast transition from fossil fuels to renewable energy,https://theyvoteforyou.org.au/policies/91
Michaelia Cash,ModeratelyAgainst,A Royal Commission into Violence and Abuse against People with Disability,https://theyvoteforyou.org.au/policies/157
Michaelia Cash,ModeratelyAgainst,Banning new thermal coal mines,https://theyvoteforyou.org.au/policies/222
Michaelia Cash,ModeratelyAgainst,Building community climate change resilience,https://theyvoteforyou.org.au/policies/228
Michaelia Cash,ModeratelyAgainst,Carbon farming,https://theyvoteforyou.org.au/policies/33
Michaelia Cash,ModeratelyAgainst,Creating a federal Anti Corruption Commission,https://theyvoteforyou.org.au/policies/86
Michaelia Cash,ModeratelyAgainst,Equal treatment for all couples,https://theyvoteforyou.org.au/policies/164
Michaelia Cash,ModeratelyAgainst,For increasing the Youth Allowance rate,https://theyvoteforyou.org.au/policies/219
Michaelia Cash,ModeratelyAgainst,Increasing access to the JobKeeper Payment,https://theyvoteforyou.org.au/policies/235
Michaelia Cash,ModeratelyAgainst,Increasing access under Freedom of Information law,https://theyvoteforyou.org.au/policies/46
Michaelia Cash,ModeratelyAgainst,Increasing freedom of political communication,https://theyvoteforyou.org.au/policies/53
Michaelia Cash,ModeratelyAgainst,Increasing funding for university education,https://theyvoteforyou.org.au/policies/25
Michaelia Cash,ModeratelyAgainst,Increasing marine conservation,https://theyvoteforyou.org.au/policies/17
Michaelia Cash,ModeratelyAgainst,Increasing restrictions on gambling,https://theyvoteforyou.org.au/policies/39
Michaelia Cash,ModeratelyAgainst,Increasing the diversity of media ownership,https://theyvoteforyou.org.au/policies/68
Michaelia Cash,ModeratelyAgainst,Increasing the Newstart Allowance rate,https://theyvoteforyou.org.au/policies/179
Michaelia Cash,ModeratelyAgainst,More scrutiny of intelligence services   police,https://theyvoteforyou.org.au/policies/23
Michaelia Cash,ModeratelyAgainst,Protecting Australian sovereignty in trade agreements,https://theyvoteforyou.org.au/policies/204
Michaelia Cash,ModeratelyAgainst,Protecting whistleblowers,https://theyvoteforyou.org.au/policies/90
Michaelia Cash,ModeratelyAgainst,Putting a time limit on immigration detention,https://theyvoteforyou.org.au/policies/120
Michaelia Cash,ModeratelyAgainst,Requiring a warrant to access citizens  telecommunications records,https://theyvoteforyou.org.au/policies/55
Michaelia Cash,ModeratelyAgainst,Restricting donations to political parties,https://theyvoteforyou.org.au/policies/85
Michaelia Cash,ModeratelyAgainst,Same sex marriage equality,https://theyvoteforyou.org.au/policies/1
Michaelia Cash,ModeratelyAgainst,The use of strong encryption technologies,https://theyvoteforyou.org.au/policies/97
Michaelia Cash,ModeratelyAgainst,Tobacco plain packaging,https://theyvoteforyou.org.au/policies/2
Michaelia Cash,StronglyAgainst,A constitutionally enshrined First Nations Voice in parliament,https://theyvoteforyou.org.au/policies/257
Michaelia Cash,StronglyAgainst,A minerals resource rent tax,https://theyvoteforyou.org.au/policies/14
Michaelia Cash,StronglyAgainst,A review of our representatives  eligibility,https://theyvoteforyou.org.au/policies/170
Michaelia Cash,StronglyAgainst,A Royal Commission into Robodebt,https://theyvoteforyou.org.au/policies/243
Michaelia Cash,StronglyAgainst,An inquiry into the Iraq War,https://theyvoteforyou.org.au/policies/180
Michaelia Cash,StronglyAgainst,Building dedicated quarantine facilities  COVID 19,https://theyvoteforyou.org.au/policies/263
Michaelia Cash,StronglyAgainst,Decreasing the gender pay gap,https://theyvoteforyou.org.au/policies/72
Michaelia Cash,StronglyAgainst,Encouraging Australian based industry,https://theyvoteforyou.org.au/policies/42
Michaelia Cash,StronglyAgainst,Ending immigration detention on Nauru,https://theyvoteforyou.org.au/policies/118
Michaelia Cash,StronglyAgainst,Government action on animal   plant extinctions,https://theyvoteforyou.org.au/policies/172
Michaelia Cash,StronglyAgainst,Greater public scrutiny of the Trans Pacific Partnership negotiations,https://theyvoteforyou.org.au/policies/73
Michaelia Cash,StronglyAgainst,Implementing refugee and protection conventions,https://theyvoteforyou.org.au/policies/8
Michaelia Cash,StronglyAgainst,Increasing accessibility of government data and documents,https://theyvoteforyou.org.au/policies/59
Michaelia Cash,StronglyAgainst,Increasing consumer protections,https://theyvoteforyou.org.au/policies/45
Michaelia Cash,StronglyAgainst,Increasing fishing restrictions,https://theyvoteforyou.org.au/policies/41
Michaelia Cash,StronglyAgainst,Increasing housing affordability,https://theyvoteforyou.org.au/policies/117
Michaelia Cash,StronglyAgainst,Increasing investment in renewable energy,https://theyvoteforyou.org.au/policies/20
Michaelia Cash,StronglyAgainst,Increasing protection of Australia s fresh water,https://theyvoteforyou.org.au/policies/15
Michaelia Cash,StronglyAgainst,Increasing scrutiny of asylum seeker management,https://theyvoteforyou.org.au/policies/4
Michaelia Cash,StronglyAgainst,Increasing the foreign aid budget to 0 7  of Gross National Income,https://theyvoteforyou.org.au/policies/99
Michaelia Cash,StronglyAgainst,Making the cashless debit card program voluntary,https://theyvoteforyou.org.au/policies/221
